cmnt,sentiment_scores,Compound,Sentiment,cleaned_comment
The fact that ive just itched my eyes nose and mouth ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,This is gonna be history in 
my family ever get corona and they survive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,A person can not be careful enough I am and up until now I only worry about getting it like everyone my age I wash my hands continually I spray the rooms and even some of the items I shop I still worry and try to be careful This morning I was really worried I awoke with a dry cough with whizzing used my prescribed proair hfa inhaler and after awhile felt better I have only been out of my mobile once this week and that was to go to the local Walmart and get some food stuff I had a mouth mask but because I feel like Superman didnt put it on No I am not superman but just a jerk All I want to say is be careful Dont listen to anybody but medical and scientific people Dont listen or follow any superman in DC
As soon as she told the story about her sick mother my heart sank My mom got sick during the lock down and I was worried about her every day I was on the verge of tears when her cough got worse I was afraid I would lose her Fortunately she did make a full recovery Even though were vaccinated she insisted that my brother and I kept our distance to be safe COVID is no joke you guys take whatever precautions you can to stay safe,"{'neg': 0.191, 'neu': 0.727, 'pos': 0.082, 'compound': -0.8658}",-0.8658,Negative,DONT have the vaccines into your body Dont damage your DNA that way You will all die in a short amount of time and your death wont be even reported as a cause for the vaccine Dont do it
Me and my younger sister got covid twice within the past  years and both times we had severely bad symptoms I honestly wanted to die Covid is not just the sniffles like ignorant people say I never understood why people knowingly go out when theyre sick it just infects us all I was also exposed to Strep in October of  by some random stranger at the store and Ive been dealing with that for  long months I had to get a partial Tonsillectomy and its still not gone Please stay safe everyone and please dont go out if you know youre sick,"{'neg': 0.189, 'neu': 0.72, 'pos': 0.091, 'compound': -0.8925}",-0.8925,Negative,Our whole generation regardless of Nationality will remember this timefor a life and for more
After  years we can finally fight the Corona Virus or Covid for short,"{'neg': 0.178, 'neu': 0.822, 'pos': 0.0, 'compound': -0.3818}",-0.3818,Negative,I need school and I am sad that the corona has come I wish school was back I miss school and I hate the corona Like if u agree or hate corona 
Actually the virus still exist however theres not many cases around the world because the people have more security clean the surfaces often keep the distance with other people they wash their hands possibly the pandemic end until the  or  year,"{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.688}",0.688,Positive,i have go
I would give up so much for Covid to be wiped off the face of the Earth forever I miss  early  those were the last few years I was genuinely happy and not fearing for my life,"{'neg': 0.041, 'neu': 0.789, 'pos': 0.17, 'compound': 0.7268}",0.7268,Positive,When can we all go out in public agine
During the early covid spread in china i used to tell my students about thier losses I remember i showed same type of videos of cholera and eloba But didnt think we would live in such drastic pandemic This video will be seen by our future generations,"{'neg': 0.041, 'neu': 0.959, 'pos': 0.0, 'compound': -0.2144}",-0.2144,Negative,My question is that if a person is Corona affected in stage and everyday he or she stops water and food for to hours from morning am to evening pm Will it be a helpful or harmful for that stage patient Why and how is important
i used to watch the ebola and cholera vids and i never thought that i would live through one of them,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,hi madam corona virus it can spread by air is it true or not mam
Good educational video Congratulations,"{'neg': 0.0, 'neu': 0.227, 'pos': 0.773, 'compound': 0.7783}",0.7783,Positive,Im sure this was great in February but the information has changed so much Im wondering why this is still part of the course Im taking
since covid is now over we can think about the virus being a theme our kisd in the future learn at shool,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Tks much and pls help Italy in the way you can we are now the most contaminated country especially Bergamo the main afflicted city we got thousand contaminated and more than thousand deads we need specialized docs protective masks tampons pieces of machinery we are collapsing some nations have stolen our medical stuff destined to us from China pls do not steal us it we need it to survive best wishes to everyone in the world
RIP COVID  ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,It is a corona virus modified by the Chinese as a weaponized virus to be used aggressively in a war situation It was manufactured in a Chines military virus research facility near the city of Wuhan and this is a fact It actually has an Aids component engineered into it as well
Who is seeing in ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,From not traveling to China to not traveling at all
and then you had some people who thought the virus was because of the new G ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,What is the covids size in nanometers or microns What are the limits nm Which are the smallest and the biggest sizes
for those of you who have gone through the quarantine period you are all great a memory that will always be remembered throughout the world,"{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.6249}",0.6249,Positive,This was weak The same crap all over tv Dont believe them there are forces trying to kill you and they are in your countries
,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Natural doing his work
Hm that is good,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,Positive,Corona having a tour in my city right now 
"Covid is a big  and very dangers virus
It may lead to death
Good vedio and very very informative
Thank you","{'neg': 0.252, 'neu': 0.545, 'pos': 0.203, 'compound': -0.3508}",-0.3508,Negative,Who ever thought I make my channel in 
This is for the generations of ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Ngomong apa si
Yeah I remember when the pandemic wasnt around those times We were great back then,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.743}",0.743,Positive,I appreciate her calmness while sticking with facts and not feeding the fear that the media seems to be doing
Bro I had it twice my dad  times and my grandma ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Can some create medicine Acetylcysteine or Exflem that can penetrate or split fatty oil of that virus
Good thing it ended,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,Positive,Wow not sure how its spread
crazy how im living through one of these videos,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.34}",-0.34,Negative,what happans if its both
What a hell year ,"{'neg': 0.697, 'neu': 0.303, 'pos': 0.0, 'compound': -0.6808}",-0.6808,Negative,It is very harmful for us We need to wash our hands at least seconds
I had corona and i survived,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.5106}",0.5106,Positive,Nice information
This is a an important video because of Corona virus It will also teach kids and everyone Please  make more of these videos pls,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.5267}",0.5267,Positive,One month later the hotspot is no longer china
Im from Sri Lanka  it is very intersting,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,can you show what the virs looks like
,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,I had something last year that almost killed me or it felt like I was going to die I was sick for a month 
I remember the ebola one,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,This is really sad that People die from the corona
Ive had covid  times since it started the first  times i thought i was gonna die i have low immunity immune system disease so my body couldnt fight off this virus was ill every time for  weeks the last  times i had corona it wasent as bad but still knocked me for  im suprised im still alive,"{'neg': 0.134, 'neu': 0.757, 'pos': 0.109, 'compound': -0.1426}",-0.1426,Negative,Excuse me please give medicinal plants mainly tulsi to the victims Because it is antiviral antibacterial So please do this it was my suggestion
wowwww salute to the people nurses armys and police theyre take care our communit ,"{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.4939}",0.4939,Positive,Too dangerous Is this end
When I Heard of this Disease and Lived through All this I Strictly Washed My Hands Every Time I Have to until I Had the Vaccine before the Disease Last Year thinking that I would Die,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.5994}",-0.5994,Negative,Im only but I feel like people could get transmitted when they physically touch anothers germs like when shaking their hands when that person also had germs to their body and those germs are colliding into a new chemical but sense this virus was caused by an animal it could always be durable when the human and animal germs collided OOOF Im not the smartest person but that was just another thing to investigate
all i remember from covid is tiktok and online school,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Cant see any crowns on those viruses
This makes people aware of this deadly virusso thank you,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",0.3612,Positive,If the name of virus can change to covid the meaning is we already fine the way to clean the virus to safe the human but now no medican for virus but the world can change name what are the saintis doing now for safe the life of people in the planet pls hury up if time is end the world be carring only sound we can hear all virus are have time but this virus already kill milion of inocent people in take time only years but now this virus end years balance years pls safe human inocent live from change name virus to fine better medican pls saintis try the best of best our berlive only medican god with you all tq
I had almost died from the coronavirus Im grateful for the fact that I had and my dad and my sister who helped me get tested for the they called my sister and they told me that I had so we want him to the emergency room and thanks for the doctors and the nurses I was able to fight coronavirus I am grateful for their help for my dad my sister even the doctors and the nurses and the staff  have I survived and the coronavirus Im grateful for to helping me,"{'neg': 0.08, 'neu': 0.716, 'pos': 0.204, 'compound': 0.9036}",0.9036,Positive,Sooooo where the Corona virus victims at
Nostalgia ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,May be some indirect alternative medicines are there in AyurvedaUnaniHomeo for CaronaBut at present situation for curing of Lakhs Crores peopleGenetic Editing only best Technique to Vanish Carona effectIf any Gene experts plsss focus in this direction invent best economical gene edit
